model,context_length,primary_depth,secondary_depth,tn_answer,tn_primary_cited,tn_secondary_cited,tn_both,ctn_answer,ctn_primary_cited,ctn_secondary_cited,ctn_both
GPT-4.1,1000000,50,0,0.0,0.0,75.0,0.0,25.0,25.0,75.0,0.0
GPT-4.1,1000000,50,33,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4.1,1000000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4.1,1000000,50,100,25.0,25.0,75.0,0.0,0.0,0.0,100.0,0.0
GPT-4o,10000,50,0,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,10000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,50.0,50.0
GPT-4o,10000,50,67,100.0,100.0,33.33,33.33,50.0,50.0,50.0,0.0
GPT-4o,10000,50,100,100.0,100.0,0.0,0.0,66.67,66.67,0.0,0.0
GPT-4o,20000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,25.0,25.0
GPT-4o,20000,50,33,100.0,100.0,50.0,50.0,75.0,75.0,25.0,0.0
GPT-4o,20000,50,67,100.0,100.0,50.0,50.0,100.0,100.0,0.0,0.0
GPT-4o,20000,50,100,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,30000,50,67,100.0,100.0,25.0,25.0,33.33,33.33,0.0,0.0
GPT-4o,30000,50,100,100.0,100.0,0.0,0.0,66.67,66.67,0.0,0.0
GPT-4o,40000,50,0,75.0,75.0,0.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,40000,50,33,50.0,50.0,25.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,40000,50,67,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,40000,50,100,75.0,75.0,50.0,25.0,66.67,66.67,0.0,0.0
GPT-4o,50000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,50000,50,33,100.0,100.0,50.0,50.0,100.0,100.0,25.0,25.0
GPT-4o,50000,50,67,75.0,75.0,25.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,50000,50,100,100.0,100.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,60000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,60000,50,33,100.0,100.0,25.0,25.0,100.0,100.0,0.0,0.0
GPT-4o,60000,50,67,100.0,100.0,25.0,25.0,75.0,75.0,0.0,0.0
GPT-4o,60000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,70000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,70000,50,33,75.0,75.0,25.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,70000,50,67,75.0,75.0,50.0,25.0,75.0,75.0,50.0,25.0
GPT-4o,70000,50,100,66.67,66.67,66.67,33.33,75.0,75.0,0.0,0.0
GPT-4o,80000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,80000,50,33,100.0,100.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,80000,50,67,100.0,100.0,25.0,25.0,75.0,75.0,0.0,0.0
GPT-4o,80000,50,100,75.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,90000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,50.0,50.0
GPT-4o,90000,50,33,50.0,50.0,50.0,0.0,50.0,50.0,25.0,25.0
GPT-4o,90000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,90000,50,100,50.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0
GPT-4o,100000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,50.0,50.0
GPT-4o,100000,50,33,50.0,50.0,25.0,0.0,75.0,75.0,50.0,25.0
GPT-4o,100000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,50.0,0.0
GPT-4o,100000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,150000,50,0,75.0,75.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,150000,50,33,50.0,50.0,25.0,0.0,0.0,0.0,75.0,0.0
GPT-4o,150000,50,67,75.0,75.0,50.0,25.0,66.67,66.67,0.0,0.0
GPT-4o,150000,50,100,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,200000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,200000,50,33,75.0,75.0,25.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,200000,50,67,75.0,75.0,25.0,0.0,75.0,75.0,25.0,0.0
GPT-4o,200000,50,100,66.67,66.67,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,250000,50,0,75.0,75.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,250000,50,33,50.0,50.0,25.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,250000,50,67,75.0,75.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,250000,50,100,66.67,66.67,0.0,0.0,75.0,50.0,0.0,0.0
GPT-4o,300000,50,0,25.0,25.0,25.0,0.0,50.0,50.0,75.0,50.0
GPT-4o,300000,50,33,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,300000,50,67,50.0,50.0,25.0,0.0,25.0,25.0,0.0,0.0
GPT-4o,300000,50,100,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0
GPT-4o,350000,50,0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0
GPT-4o,350000,50,33,0.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0
GPT-4o,350000,50,67,50.0,50.0,25.0,0.0,50.0,0.0,0.0,0.0
GPT-4o,350000,50,100,0.0,0.0,50.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,400000,50,0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0
GPT-4o,400000,50,33,75.0,75.0,0.0,0.0,75.0,75.0,0.0,0.0
GPT-4o,400000,50,67,50.0,50.0,50.0,0.0,50.0,50.0,25.0,0.0
GPT-4o,400000,50,100,100.0,100.0,25.0,25.0,50.0,50.0,0.0,0.0
GPT-4o,450000,50,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
GPT-4o,450000,50,33,50.0,25.0,50.0,0.0,25.0,0.0,50.0,0.0
GPT-4o,450000,50,67,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0
GPT-4o,450000,50,100,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
GPT-4o,500000,50,0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0
GPT-4o,500000,50,33,75.0,75.0,25.0,0.0,50.0,50.0,50.0,0.0
GPT-4o,500000,50,67,50.0,50.0,50.0,0.0,25.0,0.0,50.0,0.0
GPT-4o,500000,50,100,100.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0
GPT-5,10000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,10000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,10000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,10000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,20000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,20000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,20000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,20000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,30000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,30000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,30000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,30000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,40000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,40000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,40000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,40000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,50000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,50000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,50000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,50000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,60000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,60000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,60000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,60000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,70000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,80000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,80000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,80000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,80000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,90000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,90000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,90000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,90000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,100000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,100000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,100000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,100000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,150000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,200000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,200000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,200000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,200000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,250000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,300000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,350000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,350000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,350000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,350000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,400000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,400000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,400000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,400000,50,100,100.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0
GPT-5,450000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,450000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,450000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,450000,50,100,100.0,100.0,100.0,100.0,100.0,75.0,100.0,75.0
GPT-5,500000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,500000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,500000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,500000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,600000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,600000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,600000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,600000,50,100,100.0,100.0,100.0,100.0,75.0,75.0,75.0,75.0
GPT-5,650000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,650000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,650000,50,67,100.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0
GPT-5,650000,50,100,100.0,100.0,100.0,100.0,100.0,75.0,100.0,75.0
GPT-5,700000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,700000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,700000,50,67,100.0,100.0,100.0,100.0,50.0,50.0,50.0,50.0
GPT-5,700000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,750000,50,0,100.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0
GPT-5,750000,50,33,100.0,100.0,100.0,100.0,100.0,66.67,100.0,66.67
GPT-5,750000,50,67,100.0,100.0,100.0,100.0,100.0,75.0,75.0,75.0
GPT-5,750000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0
GPT-5,800000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,800000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,800000,50,67,100.0,75.0,75.0,50.0,100.0,100.0,100.0,100.0
GPT-5,800000,50,100,100.0,75.0,100.0,75.0,100.0,50.0,100.0,50.0
GPT-5,850000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,850000,50,33,100.0,75.0,50.0,25.0,50.0,50.0,50.0,50.0
GPT-5,850000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,850000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,900000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,900000,50,33,100.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0
GPT-5,900000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0
GPT-5,900000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,950000,50,0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,75.0
GPT-5,950000,50,33,100.0,75.0,100.0,75.0,100.0,50.0,100.0,50.0
GPT-5,950000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
GPT-5,950000,50,100,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0
GPT-5,1000000,50,0,100.0,25.0,100.0,25.0,100.0,25.0,100.0,25.0
GPT-5,1000000,50,33,100.0,0.0,100.0,0.0,33.33,0.0,33.33,0.0
GPT-5,1000000,50,67,75.0,0.0,75.0,0.0,75.0,0.0,50.0,0.0
GPT-5,1000000,50,100,75.0,0.0,100.0,0.0,50.0,0.0,75.0,0.0
o3-mini,10000,50,0,100.0,100.0,75.0,75.0,100.0,100.0,100.0,100.0
o3-mini,10000,50,33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
o3-mini,10000,50,67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
o3-mini,10000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
o3-mini,20000,50,0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,75.0
o3-mini,20000,50,33,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,20000,50,67,75.0,75.0,100.0,75.0,100.0,100.0,100.0,100.0
o3-mini,20000,50,100,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
o3-mini,30000,50,0,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,30000,50,33,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,30000,50,67,100.0,100.0,100.0,100.0,50.0,50.0,100.0,50.0
o3-mini,30000,50,100,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,40000,50,0,75.0,75.0,100.0,75.0,75.0,75.0,100.0,75.0
o3-mini,40000,50,33,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,40000,50,67,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,40000,50,100,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,50000,50,0,100.0,100.0,75.0,75.0,75.0,75.0,75.0,50.0
o3-mini,50000,50,33,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,50000,50,67,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,50000,50,100,100.0,100.0,100.0,100.0,75.0,75.0,100.0,75.0
o3-mini,60000,50,0,75.0,75.0,75.0,50.0,75.0,75.0,100.0,75.0
o3-mini,60000,50,33,75.0,75.0,100.0,75.0,75.0,75.0,100.0,75.0
o3-mini,60000,50,67,100.0,100.0,100.0,100.0,50.0,50.0,100.0,50.0
o3-mini,60000,50,100,100.0,100.0,100.0,100.0,50.0,50.0,100.0,50.0
o3-mini,70000,50,0,50.0,50.0,100.0,50.0,75.0,75.0,100.0,75.0
o3-mini,70000,50,33,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,70000,50,67,75.0,75.0,100.0,75.0,75.0,75.0,100.0,75.0
o3-mini,70000,50,100,75.0,75.0,100.0,75.0,75.0,75.0,100.0,75.0
o3-mini,80000,50,0,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,80000,50,33,50.0,50.0,100.0,50.0,75.0,75.0,100.0,75.0
o3-mini,80000,50,67,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,80000,50,100,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,90000,50,0,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,90000,50,33,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,90000,50,67,100.0,100.0,75.0,75.0,50.0,50.0,100.0,50.0
o3-mini,90000,50,100,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,100000,50,0,25.0,25.0,100.0,25.0,50.0,50.0,100.0,50.0
o3-mini,100000,50,33,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,100000,50,67,75.0,75.0,100.0,75.0,75.0,75.0,100.0,75.0
o3-mini,100000,50,100,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,150000,50,0,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,150000,50,33,25.0,25.0,100.0,25.0,0.0,0.0,100.0,0.0
o3-mini,150000,50,67,75.0,75.0,100.0,75.0,50.0,50.0,100.0,50.0
o3-mini,150000,50,100,100.0,100.0,100.0,100.0,25.0,25.0,100.0,25.0
o3-mini,200000,50,0,50.0,50.0,100.0,50.0,50.0,50.0,75.0,50.0
o3-mini,200000,50,33,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,200000,50,67,66.67,66.67,100.0,66.67,25.0,25.0,100.0,25.0
o3-mini,200000,50,100,33.33,33.33,100.0,33.33,25.0,25.0,100.0,25.0
o3-mini,250000,50,0,0.0,0.0,100.0,0.0,0.0,0.0,66.67,0.0
o3-mini,250000,50,33,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,250000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,250000,50,100,25.0,25.0,100.0,25.0,0.0,0.0,100.0,0.0
o3-mini,300000,50,0,75.0,75.0,50.0,25.0,0.0,0.0,50.0,0.0
o3-mini,300000,50,33,50.0,50.0,100.0,50.0,50.0,50.0,50.0,50.0
o3-mini,300000,50,67,75.0,75.0,75.0,75.0,50.0,50.0,100.0,50.0
o3-mini,300000,50,100,50.0,50.0,100.0,50.0,33.33,33.33,100.0,33.33
o3-mini,350000,50,0,25.0,25.0,75.0,25.0,25.0,25.0,50.0,25.0
o3-mini,350000,50,33,100.0,100.0,33.33,33.33,100.0,100.0,25.0,25.0
o3-mini,350000,50,67,33.33,33.33,33.33,0.0,50.0,0.0,100.0,0.0
o3-mini,350000,50,100,75.0,50.0,100.0,50.0,25.0,25.0,100.0,25.0
o3-mini,400000,50,0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0
o3-mini,400000,50,33,66.67,66.67,33.33,0.0,66.67,33.33,66.67,33.33
o3-mini,400000,50,67,66.67,33.33,100.0,33.33,0.0,0.0,100.0,0.0
o3-mini,400000,50,100,50.0,50.0,100.0,50.0,25.0,25.0,100.0,25.0
o3-mini,450000,50,0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0
o3-mini,450000,50,33,33.33,33.33,66.67,33.33,0.0,0.0,100.0,0.0
o3-mini,450000,50,67,25.0,25.0,50.0,25.0,50.0,50.0,50.0,50.0
o3-mini,450000,50,100,50.0,50.0,100.0,50.0,50.0,50.0,100.0,50.0
o3-mini,500000,50,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
o3-mini,500000,50,33,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0
o3-mini,500000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,500000,50,100,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,600000,50,0,0.0,0.0,50.0,0.0,0.0,0.0,25.0,0.0
o3-mini,600000,50,33,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0
o3-mini,600000,50,67,0.0,0.0,75.0,0.0,0.0,0.0,100.0,0.0
o3-mini,600000,50,100,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,650000,50,0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0
o3-mini,650000,50,33,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
o3-mini,650000,50,67,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,650000,50,100,25.0,25.0,75.0,0.0,100.0,0.0,100.0,0.0
o3-mini,700000,50,0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0
o3-mini,700000,50,33,0.0,0.0,50.0,0.0,0.0,0.0,66.67,0.0
o3-mini,700000,50,67,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0
o3-mini,700000,50,100,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0
o3-mini,750000,50,0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0
o3-mini,750000,50,33,33.33,33.33,33.33,0.0,50.0,50.0,0.0,0.0
o3-mini,750000,50,67,50.0,50.0,50.0,0.0,50.0,0.0,50.0,0.0
o3-mini,750000,50,100,0.0,0.0,100.0,0.0,50.0,50.0,100.0,50.0
