model,context_length,reasoning_hop,depth,combined_accuracy,answer_accuracy,evidence_accuracy
GPT-4.1,10000,twohop,0,100.0,100.0,100.0
GPT-4.1,10000,twohop,33,100.0,100.0,100.0
GPT-4.1,10000,twohop,67,100.0,100.0,100.0
GPT-4.1,10000,twohop,100,100.0,100.0,100.0
GPT-4.1,20000,onehop,0,100.0,100.0,100.0
GPT-4.1,20000,onehop,33,100.0,100.0,100.0
GPT-4.1,20000,onehop,67,100.0,100.0,100.0
GPT-4.1,20000,onehop,100,100.0,100.0,100.0
GPT-4.1,20000,twohop,0,100.0,100.0,100.0
GPT-4.1,20000,twohop,33,75.0,75.0,75.0
GPT-4.1,20000,twohop,67,100.0,100.0,100.0
GPT-4.1,20000,twohop,100,100.0,100.0,100.0
GPT-4.1,30000,onehop,0,100.0,100.0,100.0
GPT-4.1,30000,onehop,33,87.5,87.5,87.5
GPT-4.1,30000,onehop,67,100.0,100.0,100.0
GPT-4.1,30000,onehop,100,100.0,100.0,100.0
GPT-4.1,30000,twohop,0,100.0,100.0,100.0
GPT-4.1,30000,twohop,33,87.5,87.5,87.5
GPT-4.1,30000,twohop,67,100.0,100.0,100.0
GPT-4.1,30000,twohop,100,100.0,100.0,100.0
GPT-4.1,40000,onehop,0,100.0,100.0,100.0
GPT-4.1,40000,onehop,33,87.5,87.5,87.5
GPT-4.1,40000,onehop,67,100.0,100.0,100.0
GPT-4.1,40000,onehop,100,100.0,100.0,100.0
GPT-4.1,40000,twohop,0,100.0,100.0,100.0
GPT-4.1,40000,twohop,33,87.5,87.5,87.5
GPT-4.1,40000,twohop,67,100.0,100.0,100.0
GPT-4.1,40000,twohop,100,100.0,100.0,100.0
GPT-4.1,50000,onehop,0,100.0,100.0,100.0
GPT-4.1,50000,onehop,33,100.0,100.0,100.0
GPT-4.1,50000,onehop,67,100.0,100.0,100.0
GPT-4.1,50000,onehop,100,100.0,100.0,100.0
GPT-4.1,50000,twohop,0,100.0,100.0,100.0
GPT-4.1,50000,twohop,33,100.0,100.0,100.0
GPT-4.1,50000,twohop,67,100.0,100.0,100.0
GPT-4.1,50000,twohop,100,100.0,100.0,100.0
GPT-4.1,60000,onehop,0,100.0,100.0,100.0
GPT-4.1,60000,onehop,33,100.0,100.0,100.0
GPT-4.1,60000,onehop,67,100.0,100.0,100.0
GPT-4.1,60000,onehop,100,75.0,75.0,75.0
GPT-4.1,60000,twohop,0,100.0,100.0,100.0
GPT-4.1,60000,twohop,33,87.5,87.5,87.5
GPT-4.1,60000,twohop,67,100.0,100.0,100.0
GPT-4.1,60000,twohop,100,75.0,75.0,75.0
GPT-4.1,70000,onehop,0,100.0,100.0,100.0
GPT-4.1,70000,onehop,33,100.0,100.0,100.0
GPT-4.1,70000,onehop,67,100.0,100.0,100.0
GPT-4.1,70000,onehop,100,100.0,100.0,100.0
GPT-4.1,70000,twohop,0,100.0,100.0,100.0
GPT-4.1,70000,twohop,33,100.0,100.0,100.0
GPT-4.1,70000,twohop,67,100.0,100.0,100.0
GPT-4.1,70000,twohop,100,100.0,100.0,100.0
GPT-4.1,80000,onehop,0,100.0,100.0,100.0
GPT-4.1,80000,onehop,33,87.5,87.5,87.5
GPT-4.1,80000,onehop,67,100.0,100.0,100.0
GPT-4.1,80000,onehop,100,100.0,100.0,100.0
GPT-4.1,80000,twohop,0,100.0,100.0,100.0
GPT-4.1,80000,twohop,33,100.0,100.0,100.0
GPT-4.1,80000,twohop,67,100.0,100.0,100.0
GPT-4.1,80000,twohop,100,100.0,100.0,100.0
GPT-4.1,90000,onehop,0,100.0,100.0,100.0
GPT-4.1,90000,onehop,33,100.0,100.0,100.0
GPT-4.1,90000,onehop,67,100.0,100.0,100.0
GPT-4.1,90000,onehop,100,100.0,100.0,100.0
GPT-4.1,90000,twohop,0,100.0,100.0,100.0
GPT-4.1,90000,twohop,33,75.0,75.0,75.0
GPT-4.1,90000,twohop,67,100.0,100.0,100.0
GPT-4.1,90000,twohop,100,100.0,100.0,100.0
GPT-4.1,100000,onehop,0,100.0,100.0,100.0
GPT-4.1,100000,onehop,33,100.0,100.0,100.0
GPT-4.1,100000,onehop,67,100.0,100.0,100.0
GPT-4.1,100000,onehop,100,100.0,100.0,100.0
GPT-4.1,100000,twohop,0,100.0,100.0,100.0
GPT-4.1,100000,twohop,33,100.0,100.0,100.0
GPT-4.1,100000,twohop,67,75.0,75.0,75.0
GPT-4.1,100000,twohop,100,100.0,100.0,100.0
GPT-4.1,150000,onehop,0,100.0,100.0,100.0
GPT-4.1,150000,onehop,33,75.0,75.0,75.0
GPT-4.1,150000,onehop,67,100.0,100.0,100.0
GPT-4.1,150000,onehop,100,100.0,100.0,100.0
GPT-4.1,150000,twohop,0,100.0,100.0,100.0
GPT-4.1,150000,twohop,33,100.0,100.0,100.0
GPT-4.1,150000,twohop,67,100.0,100.0,100.0
GPT-4.1,150000,twohop,100,100.0,100.0,100.0
GPT-4.1,200000,onehop,0,100.0,100.0,100.0
GPT-4.1,200000,onehop,33,100.0,100.0,100.0
GPT-4.1,200000,onehop,67,100.0,100.0,100.0
GPT-4.1,200000,onehop,100,100.0,100.0,100.0
GPT-4.1,200000,twohop,0,100.0,100.0,100.0
GPT-4.1,200000,twohop,33,87.5,87.5,87.5
GPT-4.1,200000,twohop,67,100.0,100.0,100.0
GPT-4.1,200000,twohop,100,100.0,100.0,100.0
GPT-4.1,250000,onehop,0,100.0,100.0,100.0
GPT-4.1,250000,onehop,33,100.0,100.0,100.0
GPT-4.1,250000,onehop,67,100.0,100.0,100.0
GPT-4.1,250000,onehop,100,100.0,100.0,100.0
GPT-4.1,250000,twohop,0,100.0,100.0,100.0
GPT-4.1,250000,twohop,33,75.0,75.0,75.0
GPT-4.1,250000,twohop,67,100.0,100.0,100.0
GPT-4.1,250000,twohop,100,100.0,100.0,100.0
GPT-4.1,300000,onehop,0,100.0,100.0,100.0
GPT-4.1,300000,onehop,33,100.0,100.0,100.0
GPT-4.1,300000,onehop,67,100.0,100.0,100.0
GPT-4.1,300000,onehop,100,100.0,100.0,100.0
GPT-4.1,300000,twohop,0,100.0,100.0,100.0
GPT-4.1,300000,twohop,33,87.5,87.5,87.5
GPT-4.1,300000,twohop,67,100.0,100.0,100.0
GPT-4.1,300000,twohop,100,100.0,100.0,100.0
GPT-4.1,350000,onehop,0,100.0,100.0,100.0
GPT-4.1,350000,onehop,33,100.0,100.0,100.0
GPT-4.1,350000,onehop,67,100.0,100.0,100.0
GPT-4.1,350000,onehop,100,100.0,100.0,100.0
GPT-4.1,350000,twohop,0,75.0,75.0,75.0
GPT-4.1,350000,twohop,33,75.0,75.0,75.0
GPT-4.1,350000,twohop,67,75.0,75.0,75.0
GPT-4.1,350000,twohop,100,100.0,100.0,100.0
GPT-4.1,400000,onehop,0,100.0,100.0,100.0
GPT-4.1,400000,onehop,33,62.5,75.0,62.5
GPT-4.1,400000,onehop,67,75.0,75.0,75.0
GPT-4.1,400000,onehop,100,100.0,100.0,100.0
GPT-4.1,400000,twohop,0,100.0,100.0,100.0
GPT-4.1,400000,twohop,33,75.0,75.0,75.0
GPT-4.1,400000,twohop,67,100.0,100.0,100.0
GPT-4.1,400000,twohop,100,75.0,75.0,75.0
GPT-4.1,450000,onehop,0,100.0,100.0,100.0
GPT-4.1,450000,onehop,33,100.0,100.0,100.0
GPT-4.1,450000,onehop,67,50.0,50.0,50.0
GPT-4.1,450000,onehop,100,100.0,100.0,100.0
GPT-4.1,450000,twohop,0,100.0,100.0,100.0
GPT-4.1,450000,twohop,33,75.0,75.0,75.0
GPT-4.1,450000,twohop,67,50.0,50.0,50.0
GPT-4.1,450000,twohop,100,100.0,100.0,100.0
GPT-4.1,500000,onehop,0,75.0,75.0,75.0
GPT-4.1,500000,onehop,33,100.0,100.0,100.0
GPT-4.1,500000,onehop,67,100.0,100.0,100.0
GPT-4.1,500000,onehop,100,100.0,100.0,100.0
GPT-4.1,500000,twohop,0,75.0,75.0,75.0
GPT-4.1,500000,twohop,33,100.0,100.0,100.0
GPT-4.1,500000,twohop,67,50.0,50.0,50.0
GPT-4.1,500000,twohop,100,100.0,100.0,100.0
GPT-4.1,600000,onehop,0,100.0,100.0,100.0
GPT-4.1,600000,onehop,33,62.5,62.5,62.5
GPT-4.1,600000,onehop,67,100.0,100.0,100.0
GPT-4.1,600000,onehop,100,100.0,100.0,100.0
GPT-4.1,600000,twohop,0,100.0,100.0,100.0
GPT-4.1,600000,twohop,33,50.0,50.0,50.0
GPT-4.1,600000,twohop,67,75.0,75.0,75.0
GPT-4.1,600000,twohop,100,100.0,100.0,100.0
GPT-4.1,650000,onehop,0,75.0,75.0,75.0
GPT-4.1,650000,onehop,33,50.0,50.0,50.0
GPT-4.1,650000,onehop,67,50.0,50.0,50.0
GPT-4.1,650000,onehop,100,100.0,100.0,100.0
GPT-4.1,650000,twohop,0,100.0,100.0,100.0
GPT-4.1,650000,twohop,33,25.0,25.0,25.0
GPT-4.1,650000,twohop,67,75.0,75.0,75.0
GPT-4.1,650000,twohop,100,100.0,100.0,100.0
GPT-4.1,700000,onehop,0,100.0,100.0,100.0
GPT-4.1,700000,onehop,33,62.5,62.5,62.5
GPT-4.1,700000,onehop,67,100.0,100.0,100.0
GPT-4.1,700000,onehop,100,100.0,100.0,100.0
GPT-4.1,700000,twohop,0,100.0,100.0,100.0
GPT-4.1,700000,twohop,33,50.0,50.0,50.0
GPT-4.1,700000,twohop,67,100.0,100.0,100.0
GPT-4.1,700000,twohop,100,100.0,100.0,100.0
GPT-4.1,750000,onehop,0,75.0,75.0,75.0
GPT-4.1,750000,onehop,33,75.0,75.0,75.0
GPT-4.1,750000,onehop,67,50.0,75.0,50.0
GPT-4.1,750000,onehop,100,100.0,100.0,100.0
GPT-4.1,750000,twohop,0,100.0,100.0,100.0
GPT-4.1,750000,twohop,33,75.0,75.0,75.0
GPT-4.1,750000,twohop,67,75.0,100.0,75.0
GPT-4.1,750000,twohop,100,100.0,100.0,100.0
GPT-4.1,800000,onehop,0,100.0,100.0,100.0
GPT-4.1,800000,onehop,33,50.0,50.0,50.0
GPT-4.1,800000,onehop,67,75.0,75.0,75.0
GPT-4.1,800000,onehop,100,100.0,100.0,100.0
GPT-4.1,800000,twohop,0,75.0,75.0,75.0
GPT-4.1,800000,twohop,33,62.5,62.5,62.5
GPT-4.1,800000,twohop,67,75.0,75.0,75.0
GPT-4.1,800000,twohop,100,100.0,100.0,100.0
GPT-4.1,850000,onehop,0,100.0,100.0,100.0
GPT-4.1,850000,onehop,33,100.0,100.0,100.0
GPT-4.1,850000,onehop,67,100.0,100.0,100.0
GPT-4.1,850000,onehop,100,100.0,100.0,100.0
GPT-4.1,850000,twohop,0,100.0,100.0,100.0
GPT-4.1,850000,twohop,33,0.0,0.0,0.0
GPT-4.1,850000,twohop,67,25.0,25.0,25.0
GPT-4.1,850000,twohop,100,100.0,100.0,100.0
GPT-4.1,900000,onehop,0,75.0,75.0,75.0
GPT-4.1,900000,onehop,33,50.0,50.0,50.0
GPT-4.1,900000,onehop,67,50.0,50.0,50.0
GPT-4.1,900000,onehop,100,100.0,100.0,100.0
GPT-4.1,900000,twohop,0,50.0,50.0,50.0
GPT-4.1,900000,twohop,33,50.0,50.0,50.0
GPT-4.1,900000,twohop,67,25.0,25.0,25.0
GPT-4.1,900000,twohop,100,100.0,100.0,100.0
GPT-4.1,950000,onehop,0,100.0,100.0,100.0
GPT-4.1,950000,onehop,33,100.0,100.0,100.0
GPT-4.1,950000,onehop,67,75.0,75.0,75.0
GPT-4.1,950000,onehop,100,100.0,100.0,100.0
GPT-4.1,950000,twohop,0,100.0,100.0,100.0
GPT-4.1,950000,twohop,33,75.0,75.0,75.0
GPT-4.1,950000,twohop,67,50.0,50.0,50.0
GPT-4.1,950000,twohop,100,100.0,100.0,100.0
GPT-4.1,1000000,onehop,0,75.0,75.0,75.0
GPT-4.1,1000000,onehop,33,75.0,75.0,75.0
GPT-4.1,1000000,onehop,67,75.0,75.0,75.0
GPT-4.1,1000000,onehop,100,100.0,100.0,100.0
GPT-4.1,1000000,twohop,0,100.0,100.0,100.0
GPT-4.1,1000000,twohop,33,37.5,37.5,37.5
GPT-4.1,1000000,twohop,67,50.0,75.0,50.0
GPT-4.1,1000000,twohop,100,100.0,100.0,100.0
GPT-4o,10000,onehop,0,100.0,100.0,100.0
GPT-4o,10000,onehop,33,62.5,62.5,62.5
GPT-4o,10000,onehop,67,50.0,50.0,50.0
GPT-4o,10000,onehop,100,75.0,75.0,75.0
GPT-4o,10000,twohop,0,100.0,100.0,100.0
GPT-4o,10000,twohop,33,50.0,50.0,50.0
GPT-4o,10000,twohop,67,75.0,75.0,75.0
GPT-4o,10000,twohop,100,50.0,50.0,50.0
GPT-4o,20000,onehop,0,100.0,100.0,100.0
GPT-4o,20000,onehop,33,87.5,87.5,87.5
GPT-4o,20000,onehop,67,75.0,75.0,75.0
GPT-4o,20000,onehop,100,100.0,100.0,100.0
GPT-4o,20000,twohop,0,100.0,100.0,100.0
GPT-4o,20000,twohop,33,50.0,50.0,50.0
GPT-4o,20000,twohop,67,75.0,75.0,75.0
GPT-4o,20000,twohop,100,100.0,100.0,100.0
GPT-4o,30000,onehop,0,100.0,100.0,100.0
GPT-4o,30000,onehop,33,62.5,62.5,62.5
GPT-4o,30000,onehop,67,75.0,75.0,75.0
GPT-4o,30000,onehop,100,75.0,75.0,75.0
GPT-4o,30000,twohop,0,100.0,100.0,100.0
GPT-4o,30000,twohop,33,42.86,42.86,42.86
GPT-4o,30000,twohop,67,75.0,75.0,75.0
GPT-4o,30000,twohop,100,100.0,100.0,100.0
GPT-4o,40000,onehop,0,100.0,100.0,100.0
GPT-4o,40000,onehop,33,75.0,75.0,75.0
GPT-4o,40000,onehop,67,100.0,100.0,100.0
GPT-4o,40000,onehop,100,75.0,75.0,75.0
GPT-4o,40000,twohop,0,100.0,100.0,100.0
GPT-4o,40000,twohop,33,50.0,50.0,50.0
GPT-4o,40000,twohop,67,75.0,75.0,75.0
GPT-4o,40000,twohop,100,75.0,75.0,75.0
GPT-4o,50000,onehop,0,100.0,100.0,100.0
GPT-4o,50000,onehop,33,37.5,37.5,37.5
GPT-4o,50000,onehop,67,50.0,50.0,50.0
GPT-4o,50000,onehop,100,75.0,75.0,75.0
GPT-4o,50000,twohop,0,75.0,75.0,75.0
GPT-4o,50000,twohop,33,62.5,62.5,62.5
GPT-4o,50000,twohop,67,50.0,50.0,50.0
GPT-4o,50000,twohop,100,75.0,75.0,75.0
GPT-4o,60000,onehop,0,100.0,100.0,100.0
GPT-4o,60000,onehop,33,37.5,37.5,37.5
GPT-4o,60000,onehop,67,75.0,75.0,75.0
GPT-4o,60000,onehop,100,75.0,75.0,75.0
GPT-4o,60000,twohop,0,75.0,75.0,75.0
GPT-4o,60000,twohop,33,62.5,62.5,62.5
GPT-4o,60000,twohop,67,75.0,75.0,75.0
GPT-4o,60000,twohop,100,50.0,50.0,50.0
GPT-4o,70000,onehop,0,100.0,100.0,100.0
GPT-4o,70000,onehop,33,87.5,100.0,87.5
GPT-4o,70000,onehop,67,100.0,100.0,100.0
GPT-4o,70000,onehop,100,100.0,100.0,100.0
GPT-4o,70000,twohop,0,75.0,75.0,75.0
GPT-4o,70000,twohop,33,50.0,50.0,50.0
GPT-4o,70000,twohop,67,50.0,50.0,50.0
GPT-4o,70000,twohop,100,50.0,50.0,50.0
GPT-4o,80000,onehop,0,100.0,100.0,100.0
GPT-4o,80000,onehop,33,50.0,50.0,50.0
GPT-4o,80000,onehop,67,75.0,75.0,75.0
GPT-4o,80000,onehop,100,75.0,75.0,75.0
GPT-4o,80000,twohop,0,75.0,75.0,75.0
GPT-4o,80000,twohop,33,12.5,12.5,12.5
GPT-4o,80000,twohop,67,50.0,50.0,50.0
GPT-4o,80000,twohop,100,75.0,75.0,75.0
GPT-4o,90000,onehop,0,100.0,100.0,100.0
GPT-4o,90000,onehop,33,87.5,87.5,87.5
GPT-4o,90000,onehop,67,100.0,100.0,100.0
GPT-4o,90000,onehop,100,75.0,75.0,75.0
GPT-4o,90000,twohop,0,100.0,100.0,100.0
GPT-4o,90000,twohop,33,37.5,37.5,37.5
GPT-4o,90000,twohop,67,100.0,100.0,100.0
GPT-4o,90000,twohop,100,50.0,50.0,50.0
GPT-4o,100000,onehop,0,100.0,100.0,100.0
GPT-4o,100000,onehop,33,62.5,62.5,62.5
GPT-4o,100000,onehop,67,75.0,75.0,75.0
GPT-4o,100000,onehop,100,100.0,100.0,100.0
GPT-4o,100000,twohop,0,50.0,50.0,50.0
GPT-4o,100000,twohop,33,37.5,37.5,37.5
GPT-4o,100000,twohop,67,50.0,50.0,50.0
GPT-4o,100000,twohop,100,75.0,75.0,75.0
GPT-4o,150000,onehop,0,100.0,100.0,100.0
GPT-4o,150000,onehop,33,50.0,50.0,50.0
GPT-4o,150000,onehop,67,100.0,100.0,100.0
GPT-4o,150000,onehop,100,50.0,50.0,50.0
GPT-4o,150000,twohop,0,50.0,50.0,50.0
GPT-4o,150000,twohop,33,50.0,50.0,50.0
GPT-4o,150000,twohop,67,50.0,50.0,50.0
GPT-4o,150000,twohop,100,75.0,75.0,75.0
GPT-4o,200000,onehop,0,100.0,100.0,100.0
GPT-4o,200000,onehop,33,62.5,62.5,62.5
GPT-4o,200000,onehop,67,50.0,50.0,50.0
GPT-4o,200000,onehop,100,50.0,50.0,50.0
GPT-4o,200000,twohop,0,50.0,50.0,50.0
GPT-4o,200000,twohop,33,25.0,25.0,25.0
GPT-4o,200000,twohop,67,75.0,75.0,75.0
GPT-4o,200000,twohop,100,0.0,0.0,0.0
GPT-4o,250000,onehop,0,75.0,75.0,75.0
GPT-4o,250000,onehop,33,75.0,75.0,75.0
GPT-4o,250000,onehop,67,75.0,75.0,75.0
GPT-4o,250000,onehop,100,50.0,50.0,50.0
GPT-4o,250000,twohop,0,50.0,50.0,50.0
GPT-4o,250000,twohop,33,25.0,25.0,25.0
GPT-4o,250000,twohop,67,25.0,25.0,25.0
GPT-4o,250000,twohop,100,50.0,50.0,50.0
GPT-4o,300000,onehop,0,100.0,100.0,100.0
GPT-4o,300000,onehop,33,37.5,37.5,37.5
GPT-4o,300000,onehop,67,50.0,50.0,50.0
GPT-4o,300000,onehop,100,50.0,50.0,50.0
GPT-4o,300000,twohop,0,25.0,25.0,25.0
GPT-4o,300000,twohop,33,12.5,12.5,12.5
GPT-4o,300000,twohop,67,25.0,25.0,25.0
GPT-4o,300000,twohop,100,50.0,50.0,50.0
GPT-4o,350000,onehop,0,75.0,75.0,75.0
GPT-4o,350000,onehop,33,50.0,50.0,50.0
GPT-4o,350000,onehop,67,75.0,75.0,75.0
GPT-4o,350000,onehop,100,75.0,75.0,75.0
GPT-4o,350000,twohop,0,50.0,50.0,50.0
GPT-4o,350000,twohop,33,50.0,50.0,50.0
GPT-4o,350000,twohop,67,25.0,25.0,25.0
GPT-4o,350000,twohop,100,25.0,25.0,25.0
GPT-4o,400000,onehop,0,50.0,50.0,50.0
GPT-4o,400000,onehop,33,37.5,37.5,37.5
GPT-4o,400000,onehop,67,75.0,75.0,75.0
GPT-4o,400000,onehop,100,50.0,50.0,50.0
GPT-4o,400000,twohop,0,75.0,75.0,75.0
GPT-4o,400000,twohop,33,25.0,25.0,25.0
GPT-4o,400000,twohop,67,0.0,0.0,0.0
GPT-4o,400000,twohop,100,50.0,50.0,50.0
GPT-4o,450000,onehop,0,100.0,100.0,100.0
GPT-4o,450000,onehop,33,75.0,75.0,75.0
GPT-4o,450000,onehop,67,50.0,50.0,50.0
GPT-4o,450000,onehop,100,50.0,50.0,50.0
GPT-4o,450000,twohop,0,50.0,50.0,50.0
GPT-4o,450000,twohop,33,25.0,25.0,25.0
GPT-4o,450000,twohop,67,25.0,25.0,25.0
GPT-4o,450000,twohop,100,75.0,75.0,75.0
GPT-4o,500000,onehop,0,75.0,75.0,75.0
GPT-4o,500000,onehop,33,37.5,37.5,37.5
GPT-4o,500000,onehop,67,50.0,50.0,50.0
GPT-4o,500000,onehop,100,50.0,50.0,50.0
GPT-4o,500000,twohop,0,75.0,75.0,75.0
GPT-4o,500000,twohop,33,25.0,25.0,25.0
GPT-4o,500000,twohop,67,75.0,75.0,75.0
GPT-4o,500000,twohop,100,50.0,50.0,50.0
GPT-5,10000,onehop,0,100.0,100.0,100.0
GPT-5,10000,onehop,33,100.0,100.0,100.0
GPT-5,10000,onehop,67,100.0,100.0,100.0
GPT-5,10000,onehop,100,100.0,100.0,100.0
GPT-5,10000,twohop,0,100.0,100.0,100.0
GPT-5,10000,twohop,33,100.0,100.0,100.0
GPT-5,10000,twohop,67,75.0,75.0,75.0
GPT-5,10000,twohop,100,75.0,75.0,75.0
GPT-5,20000,onehop,0,100.0,100.0,100.0
GPT-5,20000,onehop,33,100.0,100.0,100.0
GPT-5,20000,onehop,67,100.0,100.0,100.0
GPT-5,20000,onehop,100,100.0,100.0,100.0
GPT-5,20000,twohop,0,100.0,100.0,100.0
GPT-5,20000,twohop,33,75.0,75.0,75.0
GPT-5,20000,twohop,67,100.0,100.0,100.0
GPT-5,20000,twohop,100,100.0,100.0,100.0
GPT-5,30000,onehop,0,100.0,100.0,100.0
GPT-5,30000,onehop,33,100.0,100.0,100.0
GPT-5,30000,onehop,67,100.0,100.0,100.0
GPT-5,30000,onehop,100,100.0,100.0,100.0
GPT-5,30000,twohop,0,100.0,100.0,100.0
GPT-5,30000,twohop,33,83.33,83.33,83.33
GPT-5,30000,twohop,67,100.0,100.0,100.0
GPT-5,30000,twohop,100,100.0,100.0,100.0
GPT-5,40000,onehop,0,100.0,100.0,100.0
GPT-5,40000,onehop,33,100.0,100.0,100.0
GPT-5,40000,onehop,67,100.0,100.0,100.0
GPT-5,40000,onehop,100,100.0,100.0,100.0
GPT-5,40000,twohop,0,100.0,100.0,100.0
GPT-5,40000,twohop,33,100.0,100.0,100.0
GPT-5,40000,twohop,67,75.0,75.0,75.0
GPT-5,40000,twohop,100,100.0,100.0,100.0
GPT-5,50000,onehop,0,100.0,100.0,100.0
GPT-5,50000,onehop,33,100.0,100.0,100.0
GPT-5,50000,onehop,67,100.0,100.0,100.0
GPT-5,50000,onehop,100,100.0,100.0,100.0
GPT-5,50000,twohop,0,100.0,100.0,100.0
GPT-5,50000,twohop,33,100.0,100.0,100.0
GPT-5,50000,twohop,67,100.0,100.0,100.0
GPT-5,50000,twohop,100,75.0,75.0,75.0
GPT-5,60000,onehop,0,100.0,100.0,100.0
GPT-5,60000,onehop,33,100.0,100.0,100.0
GPT-5,60000,onehop,67,100.0,100.0,100.0
GPT-5,60000,onehop,100,100.0,100.0,100.0
GPT-5,60000,twohop,0,100.0,100.0,100.0
GPT-5,60000,twohop,33,100.0,100.0,100.0
GPT-5,60000,twohop,67,100.0,100.0,100.0
GPT-5,60000,twohop,100,100.0,100.0,100.0
GPT-5,70000,onehop,0,100.0,100.0,100.0
GPT-5,70000,onehop,33,100.0,100.0,100.0
GPT-5,70000,onehop,67,100.0,100.0,100.0
GPT-5,70000,onehop,100,100.0,100.0,100.0
GPT-5,70000,twohop,0,100.0,100.0,100.0
GPT-5,70000,twohop,33,100.0,100.0,100.0
GPT-5,70000,twohop,67,100.0,100.0,100.0
GPT-5,70000,twohop,100,100.0,100.0,100.0
GPT-5,80000,onehop,0,100.0,100.0,100.0
GPT-5,80000,onehop,33,100.0,100.0,100.0
GPT-5,80000,onehop,67,100.0,100.0,100.0
GPT-5,80000,onehop,100,100.0,100.0,100.0
GPT-5,80000,twohop,0,75.0,75.0,75.0
GPT-5,80000,twohop,33,62.5,62.5,62.5
GPT-5,80000,twohop,67,100.0,100.0,100.0
GPT-5,80000,twohop,100,100.0,100.0,100.0
GPT-5,90000,onehop,0,100.0,100.0,100.0
GPT-5,90000,onehop,33,100.0,100.0,100.0
GPT-5,90000,onehop,67,100.0,100.0,100.0
GPT-5,90000,onehop,100,100.0,100.0,100.0
